self_employed,num_employees,tech_company,role,mental_health_benefits,knowledge_of_mental_healthcare_coverage,employer_discussed_mental_health,employer_offer_resources,anonymity_protected,asking_for_leave,discuss_mental_health_disorder_with_employer,believe_negative_consequences_of_employer_discussion,discuss_mental_health_disorder_with_coworkers,discuss_mental_health_disorder_with_supervisor,employer_mental_health_serious,negative_consequences_at_work,medical_coverage,know_of_resources_for_help,reveal_diagnosis_with_collegues,negative_impact_of_revealing_diagnosis,productivity_affected_mental_health,percentage_work_time_affected,discuss_physical_health_potential_employer,discuss_mental_health_potential_employer,hurt_career,believe_negative_view_from_collegues,share_with_friends_family,bad_response_to_mental_health_at_work,family_history,had_disorder_in_past,have_disorder,been_diagnosed,sought_treatment,interferes_with_work_if_treated_effectively,age,gender,work_remotely
0,26-100,0,1,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Yes,No,Maybe,Yes,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,35,male,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",No,Yes,1-25%,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,"Yes, I experienced",No,Yes,Yes,Yes,1,Rarely,37,Male,Sometimes
0,26-100,1,,Yes,I am not sure,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,No,Maybe,Maybe,Somewhat not open,"Yes, I experienced",I don't know,Yes,Yes,Yes,1,Rarely,38,Female,Sometimes
0,26-100,1,,Yes,No,No,No,I don't know,Very difficult,Yes,Maybe,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,I don't know,Maybe,Maybe,No,1,Not applicable to me,29,male,Never
0,500-1000,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Maybe,No,Yes,Maybe,Yes,No,,,,,,,Yes,Maybe,Maybe,Maybe,Somewhat open,No,Yes,Maybe,Maybe,No,1,Sometimes,28,Male,Always
0,6-25,1,,Not eligible for coverage / N/A,N/A,Yes,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Very open,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Sometimes,29,Male,Always
0,More than 1000,1,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,No,No,,,,,,,Yes,Yes,"No, I don't think it would",Maybe,Somewhat not open,"Yes, I observed",Yes,Maybe,Maybe,No,0,Rarely,40,male,Always
0,26-100,1,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"No, it has not","No, they do not",Somewhat open,N/A,No,Yes,Yes,Yes,1,Sometimes,25,Female,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,No,Yes,26-50%,Maybe,Maybe,"No, I don't think it would",Maybe,Somewhat not open,No,No,Maybe,Maybe,No,0,Not applicable to me,29,Male,Sometimes
0,26-100,1,,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, they do not",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,0,Rarely,29,F,Sometimes
0,1-5,1,,Yes,Yes,No,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, it has not","No, I don't think they would",Very open,No,No,Yes,Yes,Yes,1,Rarely,35,M,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Unsure,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,I don't know,No,No,No,0,Not applicable to me,25,Male,Sometimes
0,26-100,1,,No,Yes,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,I don't know,No,,,,,,,Yes,Yes,Maybe,Maybe,Somewhat open,"Yes, I observed",No,Yes,Yes,Yes,1,Sometimes,43,Male,Sometimes
0,6-25,1,,No,N/A,No,No,I don't know,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,No,"No, I don't think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",No,Maybe,No,No,0,Not applicable to me,26,Male,Never
0,100-500,1,,I don't know,No,No,No,I don't know,Very easy,No,No,No,No,I don't know,No,,,,,,,No,No,"No, I don't think it would","No, I don't think they would",Somewhat not open,Maybe/Not sure,No,No,Maybe,No,1,Not applicable to me,31,male,Never
0,100-500,1,,Yes,Yes,I don't know,Yes,Yes,Very easy,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Yes,Maybe,"No, I don't think they would",Somewhat open,Maybe/Not sure,Yes,No,No,No,0,Not applicable to me,31,female,Always
0,More than 1000,0,1,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,,,,,,,Maybe,No,"Yes, it has",Maybe,Somewhat not open,"Yes, I experienced",I don't know,Yes,Yes,Yes,1,Never,45,F,Always
0,More than 1000,1,,No,No,No,No,No,Somewhat easy,Maybe,No,No,No,I don't know,No,,,,,,,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,N/A,I don't know,No,Maybe,No,0,Not applicable to me,23,Male,Never
0,6-25,1,,I don't know,No,No,I don't know,I don't know,Neither easy nor difficult,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,I don't know,No,No,No,0,Not applicable to me,39,Male,Never
0,26-100,1,,Yes,I am not sure,No,No,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,Yes,No,No,No,0,Not applicable to me,27,Female,Sometimes
0,100-500,1,,Yes,I am not sure,No,No,I don't know,Very easy,Maybe,No,Yes,Yes,I don't know,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,28,Male,Sometimes
0,500-1000,1,,I don't know,No,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,No,No,,,,,,,No,No,Maybe,"Yes, I think they would",Neutral,No,No,No,Maybe,No,0,Not applicable to me,36,Male,Always
0,100-500,1,,I don't know,No,No,No,I don't know,Somewhat difficult,Maybe,No,Maybe,No,No,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Neutral,No,No,No,No,No,0,Not applicable to me,22,male,Never
0,1-5,1,,Yes,I am not sure,No,I don't know,No,Neither easy nor difficult,No,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,No,"Yes, it has",Maybe,Somewhat open,"Yes, I observed",I don't know,Maybe,No,No,1,Sometimes,51,Male,Never
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Yes,1-25%,Yes,Yes,Maybe,Maybe,Somewhat open,No,No,Maybe,Maybe,No,0,Not applicable to me,39,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it doesn't matter",N/A,Yes,1-25%,Maybe,No,Maybe,Maybe,Not open at all,No,Yes,Yes,Yes,No,1,Not applicable to me,36,Male,Sometimes
0,More than 1000,0,1,Not eligible for coverage / N/A,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Yes,Yes,I don't know,No,,,,,,,No,No,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,28,male,Sometimes
0,100-500,1,,I don't know,No,No,Yes,Yes,I don't know,Yes,Maybe,No,No,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,No,No,No,No,0,Not applicable to me,40,M,Always
0,26-100,1,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,Maybe,Maybe,Very open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Sometimes,35,Female,Sometimes
0,100-500,1,,Yes,Yes,No,No,I don't know,Somewhat difficult,Yes,No,No,No,No,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,38,Male,Never
0,100-500,1,,Yes,I am not sure,No,No,I don't know,I don't know,Yes,Maybe,No,Maybe,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Yes,Yes,Maybe,No,1,Sometimes,29,Male,Always
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,No,,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,43,M,Sometimes
0,500-1000,1,,Yes,No,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Rarely,31,f,Always
0,100-500,1,,No,No,No,No,I don't know,Somewhat difficult,Yes,No,Maybe,Maybe,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,45,male,Sometimes
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,No,No,Maybe,Maybe,No,No,,,,,,,No,No,"No, it has not","No, they do not",Somewhat open,No,Yes,Maybe,Maybe,No,0,Not applicable to me,26,Male,Sometimes
0,100-500,1,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Yes,Maybe,"No, I don't think they would",Very open,No,No,No,No,No,0,Not applicable to me,42,Male,Always
0,100-500,1,,Yes,I am not sure,Yes,Yes,Yes,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,No,No,Maybe,"No, I don't think they would",Somewhat not open,Maybe/Not sure,No,Yes,No,No,0,Not applicable to me,28,f,Always
0,6-25,1,,Not eligible for coverage / N/A,N/A,No,No,I don't know,I don't know,Maybe,No,Yes,Maybe,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,Yes,No,No,No,0,Not applicable to me,28,Male,Sometimes
0,100-500,1,,Yes,No,Yes,Yes,I don't know,I don't know,Maybe,Yes,Yes,Maybe,Yes,No,,,,,,,Yes,Yes,Maybe,Maybe,Very open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,39,female,Sometimes
0,6-25,1,,Yes,I am not sure,No,No,Yes,Somewhat easy,Maybe,Maybe,Maybe,Maybe,Yes,No,,,,,,,No,No,"No, it has not",Maybe,Very open,No,No,Yes,No,Yes,1,Rarely,34,Male (cis),Sometimes
0,26-100,1,,I don't know,No,No,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,28,Female,Always
0,500-1000,1,,Yes,Yes,I don't know,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",No,Maybe,No,No,0,Not applicable to me,35,Female,Sometimes
0,6-25,1,,I don't know,I am not sure,No,No,Yes,Neither easy nor difficult,No,No,Maybe,Yes,Yes,No,,,,,,,Yes,Yes,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,42,male,Sometimes
0,6-25,1,,Yes,No,No,I don't know,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,Maybe,"No, I don't think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,99,Other,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it doesn't matter",N/A,Unsure,,Maybe,Maybe,"No, I don't think it would",Maybe,Not applicable to me (I do not have a mental illness),No,No,Yes,Maybe,Yes,1,Sometimes,29,Male,Always
1,,,,,,,,,,,,,,,,1,I know some,"Sometimes, if it comes up",I'm not sure,No,,Maybe,No,Maybe,Maybe,Somewhat not open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Rarely,34,Male ,Sometimes
0,26-100,1,,Yes,I am not sure,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Not applicable to me (I do not have a mental illness),No,Yes,No,No,No,0,Not applicable to me,28,Male,Always
0,500-1000,1,,I don't know,No,Yes,No,I don't know,Very easy,Maybe,No,No,No,Yes,No,,,,,,,No,No,Maybe,"No, they do not",Somewhat not open,No,No,Maybe,No,No,0,Never,22,F,Sometimes
0,26-100,1,,Yes,Yes,No,Yes,Yes,Neither easy nor difficult,Yes,Maybe,Maybe,Maybe,No,No,,,,,,,Maybe,No,"Yes, it has","Yes, they do",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,28,female,Sometimes
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Yes, always",No,Yes,26-50%,Maybe,Yes,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,26,Female,Always
0,More than 1000,0,1,Yes,I am not sure,Yes,Yes,Yes,I don't know,Maybe,Maybe,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,Maybe,Maybe,No,1,Not applicable to me,21,Female ,Never
0,26-100,1,,No,No,No,No,No,Somewhat easy,Yes,Maybe,Yes,Maybe,No,Yes,,,,,,,Yes,Yes,"Yes, it has",Maybe,Very open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,38,male,Never
0,More than 1000,0,1,Yes,Yes,Yes,Yes,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Very open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Sometimes,33,M,Sometimes
0,100-500,1,,Yes,I am not sure,Yes,Yes,Yes,Very easy,No,No,Maybe,Yes,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,No,1,Rarely,28,Female,Sometimes
0,26-100,1,,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Maybe,Maybe,Yes,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,"Yes, I observed",I don't know,Yes,Yes,Yes,1,Sometimes,32,Male,Sometimes
0,1-5,1,,Not eligible for coverage / N/A,N/A,No,No,I don't know,Somewhat difficult,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,I don't know,Yes,Yes,Yes,1,Sometimes,24,Female,Sometimes
0,500-1000,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat easy,Maybe,No,Maybe,No,No,No,,,,,,,Maybe,No,Maybe,"Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Maybe,Yes,1,Sometimes,35,male,Always
1,,,,,,,,,,,,,,,,0,"No, I don't know any","Sometimes, if it comes up",Yes,Yes,1-25%,Maybe,Maybe,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",No,No,No,No,0,Sometimes,41,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,Not applicable to me,N/A,Not applicable to me,,Yes,Maybe,Maybe,"Yes, I think they would",Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,No,No,No,1,Not applicable to me,38,F,Always
0,More than 1000,1,,I don't know,I am not sure,No,I don't know,I don't know,Somewhat difficult,Yes,Yes,Maybe,No,No,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,24,Female,Sometimes
0,100-500,1,,Yes,Yes,No,I don't know,I don't know,Very easy,No,No,Yes,Yes,I don't know,No,,,,,,,Yes,No,"No, it has not",Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,30,Male,Sometimes
0,100-500,1,,Yes,Yes,I don't know,Yes,Yes,I don't know,Yes,Yes,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",No,No,No,No,0,Never,47,female,Sometimes
0,More than 1000,1,,Yes,I am not sure,I don't know,Yes,Yes,Somewhat easy,Maybe,No,No,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,26,female,Never
0,100-500,1,,Yes,Yes,No,I don't know,I don't know,Somewhat easy,No,No,No,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat not open,No,I don't know,Yes,Yes,Yes,1,Sometimes,32,Male,Always
0,100-500,1,,I don't know,No,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,No,Maybe,I don't know,Yes,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Neutral,"Yes, I observed",Yes,No,Maybe,No,0,Sometimes,32,Male,Sometimes
0,500-1000,1,,I don't know,No,I don't know,Yes,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,No,Yes,"No, it has not","No, they do not",Very open,No,I don't know,Yes,Yes,Yes,1,Not applicable to me,37,male,Always
1,,,,,,,,,,,,,,,,1,"No, I don't know any",Not applicable to me,N/A,Yes,1-25%,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,No,No,No,No,0,Not applicable to me,33,male,Sometimes
0,6-25,1,,No,N/A,No,No,I don't know,Somewhat easy,No,No,No,Maybe,Yes,No,,,,,,,No,No,Maybe,Maybe,Somewhat not open,"Yes, I observed",I don't know,Maybe,Maybe,No,0,Not applicable to me,28,f,Sometimes
0,26-100,1,,I don't know,No,Yes,I don't know,Yes,Somewhat easy,Maybe,Maybe,Maybe,No,Yes,No,,,,,,,Yes,No,Maybe,"Yes, I think they would",Somewhat not open,No,No,No,No,No,1,Not applicable to me,22,man,Never
0,500-1000,1,,I don't know,I am not sure,Yes,Yes,I don't know,Somewhat easy,No,Maybe,Maybe,Maybe,Yes,No,,,,,,,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No,Yes,Yes,Yes,No,1,Never,30,Male,Sometimes
1,,,,,,,,,,,,,,,,1,I know some,"No, because it doesn't matter",I'm not sure,Yes,1-25%,No,No,"No, it has not",Maybe,Neutral,"Yes, I observed",Yes,Maybe,No,Yes,1,Sometimes,42,Female,Always
0,100-500,1,,Yes,I am not sure,No,I don't know,Yes,Somewhat easy,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Yes,Maybe,"Yes, I think it would","No, I don't think they would",Somewhat not open,Maybe/Not sure,I don't know,No,No,No,0,Not applicable to me,34,male,Never
0,6-25,1,,Yes,Yes,No,No,Yes,Very easy,Maybe,No,No,Yes,Yes,No,,,,,,,No,No,"Yes, I think it would","No, I don't think they would",Somewhat open,"Yes, I experienced",No,Maybe,Maybe,Yes,1,Rarely,32,Male,Sometimes
0,100-500,1,,No,No,No,No,I don't know,Somewhat easy,Maybe,Maybe,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,"Yes, it has",Maybe,Somewhat open,"Yes, I observed",Yes,Yes,Yes,Yes,1,Sometimes,37,male,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several","No, because it would impact me negatively",N/A,Yes,26-50%,Yes,Maybe,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),N/A,Yes,Yes,No,Yes,1,Rarely,31,Female,Always
0,26-100,1,,I don't know,No,Yes,No,I don't know,Very easy,Yes,Maybe,Maybe,Maybe,Yes,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Never,31,Male,Always
0,26-100,0,1,No,I am not sure,No,No,I don't know,Very easy,Maybe,No,Maybe,Maybe,I don't know,No,,,,,,,Maybe,No,"Yes, it has",Maybe,Very open,No,I don't know,No,No,No,0,Not applicable to me,26,male,Always
1,,,,,,,,,,,,,,,,0,I know some,"Sometimes, if it comes up",I'm not sure,Yes,26-50%,Maybe,Maybe,Maybe,Maybe,Somewhat open,No,I don't know,No,Maybe,No,0,Sometimes,30,Male,Sometimes
0,100-500,1,,Yes,Yes,No,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,No,No,,,,,,,No,No,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,36,m,Sometimes
0,100-500,1,,Yes,No,No,No,I don't know,I don't know,Maybe,No,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Not applicable to me (I do not have a mental illness),"Yes, I observed",Yes,Yes,No,Yes,1,Not applicable to me,38,Male,Always
0,26-100,1,,Yes,Yes,No,No,I don't know,Somewhat easy,No,No,Yes,Maybe,I don't know,No,,,,,,,No,No,Maybe,"No, I don't think they would",Somewhat open,No,No,No,Yes,Yes,1,Never,24,Male,Sometimes
0,100-500,1,,I don't know,No,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,No,Maybe,I don't know,No,,,,,,,Maybe,No,Maybe,Maybe,Neutral,No,I don't know,Yes,Yes,No,0,Never,26,male,Sometimes
0,More than 1000,1,,Yes,I am not sure,Yes,I don't know,I don't know,I don't know,Maybe,No,Maybe,Yes,I don't know,No,,,,,,,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Yes,Yes,Maybe,Yes,1,Rarely,37,Male,Never
0,26-100,1,,I don't know,I am not sure,No,No,I don't know,Neither easy nor difficult,No,No,Maybe,Maybe,No,Yes,,,,,,,Maybe,No,Maybe,Maybe,Neutral,Maybe/Not sure,Yes,Yes,Yes,Yes,1,Rarely,27,Female,Never
1,,,,,,,,,,,,,,,,1,"No, I don't know any","Sometimes, if it comes up",No,No,,Maybe,No,Maybe,Maybe,Very open,Maybe/Not sure,No,Yes,No,Yes,1,Rarely,32,Male,Always
0,26-100,1,,Yes,I am not sure,Yes,I don't know,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Maybe,"No, I don't think it would",Maybe,Very open,No,No,Yes,No,No,1,Never,32,Male,Never
0,6-25,0,1,Yes,I am not sure,No,Yes,No,Neither easy nor difficult,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,"No, I don't think it would","No, I don't think they would",Somewhat open,No,I don't know,Yes,Yes,Yes,1,Rarely,30,Male,Never
0,26-100,1,,No,No,Yes,No,I don't know,Very difficult,No,No,Yes,Yes,Yes,No,,,,,,,Yes,No,"Yes, I think it would","No, I don't think they would",Somewhat open,No,No,Yes,Yes,Yes,1,Sometimes,26,Female,Always
1,,,,,,,,,,,,,,,,0,"Yes, I know several","Sometimes, if it comes up",No,Yes,1-25%,Maybe,No,"No, I don't think it would",Maybe,Somewhat open,No,Yes,Yes,Yes,Yes,1,Sometimes,27,Female,Never
1,,,,,,,,,,,,,,,,1,"Yes, I know several","No, because it would impact me negatively",No,No,,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,Maybe/Not sure,I don't know,No,Yes,Yes,1,Never,27,Male,Always
0,26-100,1,,Not eligible for coverage / N/A,No,No,No,I don't know,I don't know,No,No,Maybe,Yes,I don't know,No,,,,,,,Yes,Maybe,Maybe,Maybe,Very open,No,Yes,Yes,Maybe,No,1,Not applicable to me,29,Male,Always
0,26-100,1,,Yes,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No,,,,,,,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Sometimes,26,nb masculine,Never
0,100-500,1,,Yes,I am not sure,No,No,I don't know,Somewhat difficult,No,No,Maybe,Maybe,No,No,,,,,,,No,No,"Yes, I think it would",Maybe,Somewhat not open,No,No,No,No,No,0,Not applicable to me,23,Female,Never
0,100-500,1,,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Yes,Yes,"No, I don't think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,Yes,Yes,No,Yes,1,Rarely,30,Male,Sometimes
0,More than 1000,0,1,Yes,No,I don't know,Yes,I don't know,Somewhat difficult,Maybe,Maybe,No,No,No,No,,,,,,,No,No,Maybe,Maybe,Somewhat not open,"Yes, I observed",Yes,Yes,Yes,Yes,0,Not applicable to me,40,M,Sometimes
0,100-500,1,,I don't know,I am not sure,No,I don't know,I don't know,Very difficult,Maybe,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would",Maybe,Not open at all,"Yes, I observed",I don't know,Maybe,Maybe,Yes,1,Sometimes,46,male,Sometimes
0,26-100,1,,I don't know,I am not sure,No,I don't know,I don't know,I don't know,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Somewhat open,No,No,No,No,No,0,Not applicable to me,26,Male,Sometimes
0,More than 1000,1,,Yes,Yes,Yes,Yes,Yes,I don't know,Maybe,No,No,No,I don't know,No,,,,,,,Yes,No,"Yes, I think it would",Maybe,Neutral,Maybe/Not sure,I don't know,No,No,No,0,Not applicable to me,30,m,Sometimes
0,100-500,1,,No,No,No,No,I don't know,I don't know,Yes,Maybe,No,No,I don't know,No,,,,,,,No,No,"Yes, I think it would","Yes, I think they would",Very open,No,No,No,No,No,0,Not applicable to me,27,f,Always
1,,,,,,,,,,,,,,,,1,"Yes, I know several","Sometimes, if it comes up",No,Yes,1-25%,Maybe,Maybe,"Yes, I think it would","Yes, I think they would",Somewhat open,No,Yes,Yes,Yes,Yes,1,Rarely,35,male,Always
0,26-100,1,,Yes,Yes,No,Yes,I don't know,Neither easy nor difficult,Maybe,No,Maybe,No,No,No,,,,,,,Maybe,No,"Yes, I think it would",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,1,Rarely,26,Cisgender Female,Sometimes
0,100-500,1,,I don't know,No,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,No,No,No,0,Not applicable to me,35,Male,Always
0,26-100,0,1,I don't know,I am not sure,No,No,I don't know,Somewhat easy,No,No,Maybe,Maybe,Yes,Yes,,,,,,,Yes,Maybe,Maybe,"Yes, they do",Somewhat not open,Maybe/Not sure,Yes,Yes,Yes,No,1,Rarely,29,Male,Never
0,100-500,1,,I don't know,N/A,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,No,"No, I don't think it would","No, I don't think they would",Somewhat open,No,No,No,No,No,1,Not applicable to me,34,Male,Sometimes
1,,,,,,,,,,,,,,,,0,"No, I don't know any",Not applicable to me,N/A,No,,No,No,"Yes, I think it would","Yes, I think they would",Not applicable to me (I do not have a mental illness),Maybe/Not sure,No,No,No,No,0,Not applicable to me,27,male,Sometimes
0,100-500,1,,No,N/A,No,No,Yes,I don't know,Maybe,No,Maybe,No,I don't know,No,,,,,,,Maybe,Maybe,Maybe,Maybe,Somewhat not open,Maybe/Not sure,No,Maybe,Maybe,No,0,Not applicable to me,39,Male,Sometimes
0,100-500,1,,I don't know,N/A,I don't know,I don't know,I don't know,Somewhat easy,No,No,Yes,Yes,Yes,No,,,,,,,Maybe,Maybe,Maybe,"No, I don't think they would",Very open,"Yes, I observed",No,No,No,No,0,Not applicable to me,27,Male,Sometimes
0,500-1000,1,,No,No,No,No,I don't know,Somewhat easy,No,No,Maybe,Yes,I don't know,No,,,,,,,Yes,No,Maybe,"No, I don't think they would",Somewhat open,No,No,Yes,No,Yes,1,Sometimes,31,Male,Sometimes
